fiyat;marka;seri;model;yil;km;vites;yakit;kasa;renk;motorHacmi;motorGucu;cekis;yakitTuketimi;yakitDeposu;boyaDegisen;takas;kimden
525.000 TL;Renault;Clio;1.5 dCi Icon;2012;197.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;3 boyalı;-;Sahibinden
730.000 TL;Renault;Clio;1.5 dCi Touch;2019;102.500 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;-;Sahibinden
720.000 TL;Renault;Clio;1.5 dCi Icon;2015;159.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Tamamı orjinal;Takasa Uygun;Galeriden
355.000 TL;Renault;Clio;1.5 dCi Authentique;2007;296.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1461 cc;80 hp;Önden Çekiş;4,6 lt;50 lt;7 boyalı;Takasa Uygun;Sahibinden
387.500 TL;Renault;Clio;1.5 dCi Extreme;2008;245.000 km;Düz;Dizel;Sedan;Beyaz;1461 cc;65 hp;Önden Çekiş;5 lt;50 lt;1 değişen, 2 boyalı;-;Sahibinden
470.000 TL;Renault;Clio;1.5 dCi Grandtour Authentique;2012;215.000 km;Düz;Dizel;Station wagon;Gri;1461 cc;75 hp;Önden Çekiş;4,4 lt;55 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
520.000 TL;Renault;Clio;1.2 Extreme;2011;104.000 km;Düz;Benzin;Hatchback/5;Gri;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
605.000 TL;Renault;Clio;1.2 Joy;2015;49.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Tamamı orjinal;-;Sahibinden
340.000 TL;Renault;Clio;1.4 Privilege;2002;268.000 km;Düz;LPG & Benzin;Hatchback/5;Gri;1390 cc;98 hp;Önden Çekiş;6,7 lt;50 lt;Belirtilmemiş;-;Sahibinden
400.000 TL;Renault;Clio;1.4 Alize;2006;185.000 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;Belirtilmemiş;-;Sahibinden
515.000 TL;Renault;Clio;1.5 dCi Joy;2015;222.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;-;Sahibinden
305.000 TL;Renault;Clio;1.5 dCi Authentique;2004;239.630 km;Düz;Dizel;Hatchback/5;Gri;1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;1 değişen, 11 boyalı;Takasa Uygun Değil;Sahibinden
419.000 TL;Renault;Clio;1.4 Authentique;2004;219.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;2 boyalı;Takasa Uygun;Sahibinden
575.000 TL;Renault;Clio;1.2 Joy;2014;175.000 km;Düz;Benzin;Hatchback/5;Beyaz;1200 cm3' e kadar;51 - 75 HP;Önden Çekiş;-;-;Tamamı orjinal;Takasa Uygun Değil;Galeriden
750.000 TL;Renault;Clio;1.5 dCi Icon;2017;96.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;3 boyalı;Takasa Uygun;Galeriden
299.500 TL;Renault;Clio;1.5 dCi Alize;2004;312.000 km;Düz;Dizel;Sedan;Beyaz;1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;Tamamı boyalı;Takasa Uygun;Galeriden
357.000 TL;Renault;Clio;1.4 Authentique;2006;160.000 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;4 değişen, 4 boyalı;Takasa Uygun;Galeriden
780.000 TL;Renault;Clio;1.0 TCe Touch;2023;6.001 km;Düz;Benzin;Hatchback/5;Mavi (metalik);999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
494.500 TL;Renault;Clio;0.9 TCe Touch;2019;87.000 km;Düz;Benzin;Hatchback/5;Beyaz;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;2 değişen, 2 boyalı;Takasa Uygun Değil;Galeriden
505.000 TL;Renault;Clio;1.6 Grandtour Extreme;2011;298.000 km;Otomatik;LPG & Benzin;Station wagon;Gri;1598 cc;110 hp;Önden Çekiş;7,8 lt;55 lt;2 değişen, 8 boyalı;Takasa Uygun;Galeriden
330.000 TL;Renault;Clio;1.5 dCi Extreme;2004;254.000 km;Düz;Dizel;Hatchback/3;Beyaz;1461 cc;80 hp;Önden Çekiş;4,2 lt;50 lt;6 boyalı;Takasa Uygun Değil;Galeriden
519.950 TL;Renault;Clio;1.2 Joy;2013;91.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;2 boyalı;Takasa Uygun;Galeriden
753.950 TL;Renault;Clio;1.0 TCe Touch;2021;55.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
337.500 TL;Renault;Clio;1.5 dCi Alize;2005;295.000 km;Düz;Dizel;Sedan;Beyaz;1461 cc;80 hp;Önden Çekiş;4,7 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
630.000 TL;Renault;Clio;1.2 Joy;2019;60.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
589.950 TL;Renault;Clio;1.5 dCi Joy;2018;152.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 7 boyalı;Takasa Uygun Değil;Galeriden
878.000 TL;Renault;Clio;1.0 TCe Joy;2021;22.885 km;Otomatik;Benzin;Hatchback/5;Lacivert;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;1 boyalı;Takasa Uygun Değil;Yetkili Bayiden
839.900 TL;Renault;Clio;1.0 TCe Joy;2022;32.000 km;Otomatik;Benzin;Hatchback/5;Gri (titanyum);999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
839.900 TL;Renault;Clio;1.0 TCe Touch;2020;98.750 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;1 boyalı;Takasa Uygun Değil;Galeriden
665.000 TL;Renault;Clio;1.0 TCe Touch;2020;155.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;6 boyalı;Takasa Uygun;Galeriden
580.000 TL;Renault;Clio;1.2 Joy;2016;85.700 km;Düz;Benzin;Hatchback/5;Kırmızı;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
365.000 TL;Renault;Clio;1.4 RNA;2000;183.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Tamamı orjinal;Takasa Uygun;Galeriden
745.000 TL;Renault;Clio;1.5 dCi Touch;2017;31.500 km;Düz;Dizel;Hatchback/5;Siyah;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
277.000 TL;Renault;Clio;1.4 RNA;2000;110.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
400.000 TL;Renault;Clio;1.4 Expression;2002;130.000 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
490.000 TL;Renault;Clio;1.2 Joy;2012;195.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;3 boyalı;-;Sahibinden
798.000 TL;Renault;Clio;1.0 TCe Touch;2021;54.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
455.000 TL;Renault;Clio;1.2 Joy;2015;138.000 km;Düz;Benzin;Hatchback/5;Siyah;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;1 değişen, 3 boyalı;Takasa Uygun;Sahibinden
685.000 TL;Renault;Clio;1.5 dCi Joy;2019;93.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;-;Sahibinden
540.000 TL;Renault;Clio;1.5 dCi Joy;2016;184.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 3 boyalı;Takasa Uygun Değil;Sahibinden
480.000 TL;Renault;Clio;1.5 dCi Icon;2012;190.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;4 değişen, 1 boyalı;Takasa Uygun Değil;Sahibinden
675.000 TL;Renault;Clio;0.9 TCe Joy;2020;29.100 km;Düz;Benzin;Hatchback/5;Kırmızı;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;Tamamı orjinal;-;Sahibinden
950.000 TL;Renault;Clio;1.3 TCe RS Line;2020;40.750 km;Yarı Otomatik;Benzin;Hatchback/5;Turuncu;1332 cc;130 hp;Önden Çekiş;5,2 lt;42 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
320.000 TL;Renault;Clio;1.4 RNA;2001;256.000 km;Düz;LPG & Benzin;Sedan;Füme;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;-;Sahibinden
440.000 TL;Renault;Clio;1.2 Grandtour Authentique;2011;222.000 km;Düz;Benzin;Station wagon;Füme;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;1 boyalı;-;Sahibinden
400.000 TL;Renault;Clio;1.4 Authentique;2004;173.800 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 değişen;-;Sahibinden
420.000 TL;Renault;Clio;1.5 dCi Authentique;2008;220.000 km;Düz;Dizel;Hatchback/5;Gri;1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;6 boyalı;-;Sahibinden
805.000 TL;Renault;Clio;1.0 TCe Touch;2021;22.000 km;Otomatik;Benzin;Hatchback/5;Turuncu;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;-;Sahibinden
410.000 TL;Renault;Clio;1.2 Extreme;2011;202.000 km;Düz;Benzin;Hatchback/5;Lacivert;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;Belirtilmemiş;Takasa Uygun;Sahibinden
765.500 TL;Renault;Clio;1.0 TCe Joy;2023;32.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
705.900 TL;Renault;Clio;1.0 TCe Touch;2023;8.000 km;Düz;Benzin;Hatchback/5;Gri;999 cc;100 hp;Önden Çekiş;4,3 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
340.000 TL;Renault;Clio;1.6 Dynamique;2002;268.500 km;Düz;LPG & Benzin;Sedan;Mavi (metalik);1598 cc;105 hp;Önden Çekiş;6,8 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
435.000 TL;Renault;Clio;1.4 Dynamique;2004;219.000 km;Düz;LPG & Benzin;Hatchback/5;Kırmızı;1390 cc;98 hp;Önden Çekiş;6,7 lt;50 lt;1 değişen, 8 boyalı;-;Sahibinden
579.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2017;213.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 3 boyalı;-;Sahibinden
395.000 TL;Renault;Clio;1.4 Alize;2005;134.200 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;1 değişen;-;Sahibinden
259.000 TL;Renault;Clio;1.4 RTA;2001;298.000 km;Düz;LPG & Benzin;Hatchback/5;Lacivert;1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;2 değişen, 6 boyalı;Takasa Uygun;Sahibinden
268.000 TL;Renault;Clio;1.5 dCi Authentique;2004;253.000 km;Düz;Dizel;Sedan;Yeşil (metalik);1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
754.000 TL;Renault;Clio;1.5 dCi Joy;2015;45.600 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
420.000 TL;Renault;Clio;1.5 dCi Alize;2006;295.000 km;Düz;Dizel;Sedan;Gri;1461 cc;80 hp;Önden Çekiş;4,7 lt;50 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
785.000 TL;Renault;Clio;1.0 TCe Touch;2021;25.200 km;Otomatik;Benzin;Hatchback/5;Mavi (metalik);999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
405.000 TL;Renault;Clio;1.2 Extreme;2008;236.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
580.000 TL;Renault;Clio;0.9 TCe Joy;2019;37.955 km;Düz;Benzin;Hatchback/5;Gri (titanyum);898 cc;90 hp;Önden Çekiş;5 lt;45 lt;3 boyalı;Takasa Uygun Değil;Galeriden
775.000 TL;Renault;Clio;1.0 TCe Touch;2021;6.100 km;Otomatik;Benzin;Hatchback/5;Gri (titanyum);999 cc;90 hp;Önden Çekiş;5 lt;42 lt;1 değişen, 3 boyalı;Takasa Uygun Değil;Galeriden
585.000 TL;Renault;Clio;1.5 dCi Joy;2017;113.051 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
445.000 TL;Renault;Clio;1.2 Grandtour Extreme;2011;112.000 km;Düz;Benzin;Station wagon;Füme;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;Tamamı orjinal;-;Sahibinden
480.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2013;205.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;6 boyalı;-;Sahibinden
735.000 TL;Renault;Clio;1.0 TCe Joy;2022;28.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
295.000 TL;Renault;Clio;1.5 dCi Authentique;2003;211.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;65 hp;Önden Çekiş;4,3 lt;50 lt;3 boyalı;Takasa Uygun Değil;Sahibinden
625.000 TL;Renault;Clio;1.5 dCi Touch;2019;168.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Tamamı orjinal;Takasa Uygun;Galeriden
299.000 TL;Renault;Clio;1.5 dCi Authentique;2003;275.000 km;Düz;Dizel;Sedan;Gri;1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;Belirtilmemiş;-;Sahibinden
645.000 TL;Renault;Clio;1.5 dCi Touch;2018;180.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;-;Sahibinden
545.000 TL;Renault;Clio;1.5 dCi Touch;2014;183.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun;Galeriden
462.900 TL;Renault;Clio;1.2 Extreme;2008;151.000 km;Yarı Otomatik;LPG & Benzin;Hatchback/5;Siyah;1149 cc;80 hp;Önden Çekiş;5,6 lt;55 lt;Belirtilmemiş;Takasa Uygun;Galeriden
610.000 TL;Renault;Clio;1.5 dCi Touch;2016;149.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
970.000 TL;Renault;Clio;1.3 TCe Icon;2020;6.001 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;1332 cc;130 hp;Önden Çekiş;5,2 lt;42 lt;Tamamı orjinal;-;Sahibinden
580.000 TL;Renault;Clio;1.5 dCi Joy;2018;46.700 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
545.000 TL;Renault;Clio;1.5 dCi Joy;2014;193.500 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 değişen;Takasa Uygun;Sahibinden
315.000 TL;Renault;Clio;1.4 RTA;2001;245.000 km;Düz;LPG & Benzin;Hatchback/5;Gri;1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;1 boyalı;-;Sahibinden
700.000 TL;Renault;Clio;0.9 TCe Sport Tourer Touch;2020;24.000 km;Düz;Benzin;Station wagon;Beyaz;898 cc;90 hp;Önden Çekiş;5,1 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
699.900 TL;Renault;Clio;1.5 dCi Icon;2015;122.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;4 boyalı;Takasa Uygun Değil;Sahibinden
740.000 TL;Renault;Clio;1.0 TCe Joy;2021;66.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;1 değişen;Takasa Uygun;Galeriden
305.000 TL;Renault;Clio;1.4 RTA;2000;244.000 km;Düz;LPG & Benzin;Hatchback/5;Mavi (metalik);1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;2 değişen;Takasa Uygun;Sahibinden
475.000 TL;Renault;Clio;1.5 dCi Extreme Edition;2012;181.000 km;Düz;Dizel;Hatchback/5;Siyah;1461 cc;75 hp;Önden Çekiş;4,4 lt;55 lt;Tamamı orjinal;Takasa Uygun;Galeriden
670.000 TL;Renault;Clio;1.5 dCi Joy;2017;170.000 km;Düz;Dizel;Hatchback/5;Beyaz;-;-;-;-;-;Tamamı orjinal;-;Sahibinden
335.000 TL;Renault;Clio;1.4 RNA;2001;290.000 km;Düz;Benzin;Sedan;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 boyalı;-;Sahibinden
795.000 TL;Renault;Clio;1.0 TCe Touch;2021;45.000 km;Otomatik;Benzin;Hatchback/5;Turuncu;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;1 değişen;-;Sahibinden
730.000 TL;Renault;Clio;1.2 Turbo Joy;2018;38.000 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;1197 cc;120 hp;Önden Çekiş;5,2 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
520.000 TL;Renault;Clio;1.2 Joy;2013;76.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;3 boyalı;Takasa Uygun;Sahibinden
744.000 TL;Renault;Clio;1.0 TCe Joy;2021;50.223 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
640.000 TL;Renault;Clio;1.5 dCi Joy;2018;123.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 boyalı;-;Sahibinden
569.000 TL;Renault;Clio;1.5 dCi Joy;2014;198.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 1 boyalı;Takasa Uygun;Galeriden
540.000 TL;Renault;Clio;1.5 dCi Executive;2011;136.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1461 cc;-;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
316.000 TL;Renault;Clio;1.6 RTE;2000;227.000 km;Otomatik;LPG & Benzin;Hatchback/5;Gri (Gümüş);1598 cc;90 hp;Önden Çekiş;7,8 lt;50 lt;Belirtilmemiş;-;Sahibinden
635.000 TL;Renault;Clio;1.5 dCi Touch;2017;124.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;1 değişen, 1 boyalı;-;Sahibinden
319.500 TL;Renault;Clio;1.6 RXT;2000;253.700 km;Düz;LPG & Benzin;Hatchback/5;Gri;1598 cc;90 hp;Önden Çekiş;7,2 lt;50 lt;Belirtilmemiş;-;Sahibinden
535.000 TL;Renault;Clio;1.5 dCi Extreme;2012;158.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;85 hp;Önden Çekiş;4,8 lt;55 lt;Tamamı orjinal;-;Sahibinden
540.000 TL;Renault;Clio;1.5 dCi Expression;2009;179.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;68 hp;Önden Çekiş;4,5 lt;55 lt;3 boyalı;Takasa Uygun;Sahibinden
675.000 TL;Renault;Clio;1.5 dCi SportTourer Icon;2014;143.000 km;Yarı Otomatik;Dizel;Station wagon;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;1 boyalı;-;Sahibinden
640.000 TL;Renault;Clio;0.9 TCe Joy;2020;34.000 km;Düz;Benzin;Hatchback/5;Gri (titanyum);898 cc;90 hp;Önden Çekiş;5 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
659.000 TL;Renault;Clio;1.6 Dynamique;2010;62.000 km;Otomatik;Benzin;Hatchback/5;Bej;1598 cc;110 hp;Önden Çekiş;7,5 lt;55 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
429.000 TL;Renault;Clio;1.5 dCi Alize;2004;115.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
545.000 TL;Renault;Clio;1.5 dCi Grandtour Extreme;2011;106.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;85 hp;Önden Çekiş;4,4 lt;55 lt;Belirtilmemiş;Takasa Uygun;Galeriden
779.900 TL;Renault;Clio;1.5 dCi SportTourer Icon;2018;165.000 km;Yarı Otomatik;Dizel;Station wagon;Füme;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
510.990 TL;Renault;Clio;1.5 dCi Tom Tom Edition;2011;180.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1461 cc;85 hp;Önden Çekiş;4,8 lt;55 lt;5 boyalı;Takasa Uygun Değil;Galeriden
305.000 TL;Renault;Clio;1.5 dCi Expression;2004;305.000 km;Düz;Dizel;Sedan;Gri;1461 cc;80 hp;Önden Çekiş;4,2 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
530.000 TL;Renault;Clio;1.2 Icon;2013;124.000 km;Düz;LPG & Benzin;Hatchback/5;Kırmızı;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;8 boyalı;Takasa Uygun;Galeriden
455.000 TL;Renault;Clio;1.5 dCi Touch;2015;189.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1401 - 1600 cm3;76 - 100 HP;Önden Çekiş;-;-;Belirtilmemiş;Takasa Uygun;Galeriden
505.000 TL;Renault;Clio;1.5 dCi Joy;2016;223.500 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 boyalı;Takasa Uygun Değil;Galeriden
352.000 TL;Renault;Clio;1.5 dCi Alize;2005;290.000 km;Düz;Dizel;Hatchback/5;Gri;1461 cc;65 hp;Önden Çekiş;4,3 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
585.000 TL;Renault;Clio;1.5 dCi Joy;2019;112.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 boyalı;Takasa Uygun;Galeriden
885.000 TL;Renault;Clio;1.0 TCe Touch;2022;10.000 km;Otomatik;Benzin;Hatchback/5;Kırmızı;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
225.000 TL;Renault;Clio;1.4 RNA;2000;403.500 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
769.950 TL;Renault;Clio;1.5 dCi Icon;2019;92.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
750.000 TL;Renault;Clio;1.5 dCi Joy;2019;126.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
840.000 TL;Renault;Clio;1.0 TCe Joy;2022;6.001 km;Otomatik;Benzin;Hatchback/5;Mavi (metalik);999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
907.000 TL;Renault;Clio;1.0 TCe Icon;2023;7.008 km;Otomatik;Benzin;Hatchback/5;Kırmızı;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
355.000 TL;Renault;Clio;1.4 Authentique;2007;261.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;2 değişen, 1 boyalı;Takasa Uygun;Galeriden
599.750 TL;Renault;Clio;0.9 TCe Sport Tourer Joy;2020;49.927 km;Düz;Benzin;Station wagon;Beyaz;898 cc;90 hp;Önden Çekiş;5,1 lt;45 lt;1 boyalı;Takasa Uygun Değil;Yetkili Bayiden
874.750 TL;Renault;Clio;1.3 TCe Icon;2020;51.975 km;Yarı Otomatik;Benzin;Hatchback/5;Gri;1332 cc;130 hp;Önden Çekiş;5,2 lt;42 lt;2 boyalı;Takasa Uygun Değil;Yetkili Bayiden
629.900 TL;Renault;Clio;1.0 SCe Joy;2023;17.350 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;72 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
470.000 TL;Renault;Clio;1.5 dCi Joy;2012;226.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 değişen, 2 boyalı;-;Sahibinden
